id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
362,Female,24,1,8.0,0,< 1 Year,Yes,34449.0,152.0,13,0
363,Female,24,1,10.0,1,< 1 Year,No,35367.0,152.0,137,0
364,Male,43,1,28.0,0,1-2 Year,Yes,37971.0,26.0,168,1
365,Male,24,1,27.0,1,< 1 Year,No,44754.0,152.0,147,0
366,Male,31,1,39.0,1,< 1 Year,No,30375.0,152.0,209,0
367,Male,20,1,16.0,0,< 1 Year,No,2630.0,160.0,296,0
368,Male,61,1,46.0,1,1-2 Year,No,32908.0,26.0,77,0
369,Female,29,1,3.0,1,< 1 Year,No,43295.0,152.0,82,0
370,Female,35,1,46.0,0,1-2 Year,Yes,2630.0,156.0,19,1
371,Male,49,1,28.0,0,1-2 Year,Yes,40158.0,122.0,160,0
372,Male,47,1,28.0,0,1-2 Year,Yes,29398.0,26.0,256,1
373,Male,49,1,41.0,0,1-2 Year,Yes,29697.0,26.0,190,0
374,Female,23,1,8.0,1,< 1 Year,No,30300.0,152.0,235,0
375,Female,22,1,46.0,0,< 1 Year,Yes,27930.0,152.0,28,0
376,Male,21,1,37.0,0,< 1 Year,Yes,32528.0,160.0,68,0
377,Male,25,1,45.0,0,< 1 Year,Yes,21392.0,160.0,56,1
378,Male,46,1,29.0,1,1-2 Year,No,46943.0,124.0,247,0
379,Male,24,1,35.0,1,< 1 Year,No,34327.0,152.0,105,0
380,Male,23,1,50.0,1,< 1 Year,No,31950.0,152.0,253,0
381,Male,53,1,41.0,0,1-2 Year,Yes,36854.0,124.0,59,0
382,Male,22,1,47.0,0,< 1 Year,Yes,38119.0,152.0,254,0
383,Female,38,1,28.0,1,1-2 Year,No,29166.0,122.0,259,0
384,Female,25,1,46.0,1,< 1 Year,No,31568.0,152.0,262,0
385,Male,60,1,28.0,1,1-2 Year,No,30071.0,26.0,233,0
386,Male,46,1,15.0,0,1-2 Year,Yes,2630.0,124.0,207,0
387,Male,40,1,0.0,0,1-2 Year,Yes,2630.0,122.0,18,0
388,Female,35,1,16.0,1,1-2 Year,No,26952.0,152.0,207,0
389,Male,22,1,36.0,1,< 1 Year,No,33799.0,152.0,16,0
390,Male,29,1,18.0,1,< 1 Year,No,26424.0,152.0,80,0
391,Male,57,1,43.0,1,1-2 Year,No,27440.0,124.0,74,0
392,Male,22,1,3.0,1,< 1 Year,No,22379.0,152.0,47,0
393,Female,25,1,41.0,1,< 1 Year,No,45395.0,152.0,130,0
394,Male,23,1,15.0,1,< 1 Year,No,34860.0,152.0,28,0
395,Male,52,1,28.0,0,1-2 Year,No,40937.0,152.0,127,0
396,Male,24,1,15.0,0,< 1 Year,No,42249.0,152.0,126,0
397,Male,75,1,28.0,0,1-2 Year,Yes,43900.0,122.0,122,1
398,Female,25,1,29.0,1,< 1 Year,No,26052.0,152.0,144,0
399,Male,69,1,48.0,0,1-2 Year,Yes,2630.0,26.0,126,0
400,Male,25,1,28.0,1,< 1 Year,No,50988.0,152.0,243,0
401,Female,24,1,28.0,0,< 1 Year,Yes,28920.0,152.0,208,1
402,Female,46,1,29.0,0,1-2 Year,Yes,33573.0,26.0,150,1
403,Male,30,1,28.0,1,< 1 Year,No,57225.0,152.0,170,0
404,Male,26,1,11.0,1,< 1 Year,No,21120.0,152.0,202,0
405,Female,26,1,28.0,1,< 1 Year,No,42139.0,152.0,79,0
406,Male,78,1,28.0,1,1-2 Year,No,31176.0,26.0,21,0
407,Male,45,1,28.0,0,1-2 Year,Yes,47084.0,26.0,140,0
408,Male,33,1,30.0,1,< 1 Year,No,26882.0,152.0,183,0
409,Female,46,1,11.0,0,> 2 Years,Yes,31388.0,26.0,40,1
410,Female,27,1,28.0,0,< 1 Year,Yes,26444.0,152.0,289,1
411,Female,24,1,36.0,0,< 1 Year,Yes,30311.0,152.0,87,0
412,Male,28,1,11.0,0,< 1 Year,Yes,40152.0,152.0,109,0
413,Female,25,1,10.0,1,< 1 Year,No,39227.0,152.0,106,0
414,Male,25,1,50.0,1,< 1 Year,No,39668.0,152.0,248,0
415,Male,51,1,28.0,0,1-2 Year,Yes,36983.0,26.0,132,1
416,Female,44,1,46.0,1,1-2 Year,No,25879.0,26.0,68,0
417,Male,21,1,36.0,1,< 1 Year,No,2630.0,160.0,25,0
418,Female,21,1,36.0,1,< 1 Year,No,35912.0,152.0,42,0
419,Male,21,1,29.0,1,< 1 Year,Yes,32992.0,160.0,269,0
420,Male,47,1,28.0,0,1-2 Year,Yes,43346.0,150.0,112,1
421,Male,25,1,5.0,1,< 1 Year,No,2630.0,160.0,174,0
422,Male,26,1,11.0,1,< 1 Year,No,31020.0,152.0,36,0
423,Female,40,1,28.0,0,1-2 Year,Yes,43912.0,26.0,170,1
424,Female,60,1,35.0,1,1-2 Year,No,20797.0,152.0,157,0
425,Male,31,1,9.0,0,1-2 Year,Yes,2630.0,157.0,263,1
426,Male,22,1,41.0,0,< 1 Year,Yes,36360.0,26.0,265,0
427,Female,27,1,6.0,1,< 1 Year,No,19888.0,152.0,138,0
428,Male,50,1,7.0,1,1-2 Year,No,54905.0,124.0,136,0
429,Male,27,1,13.0,1,< 1 Year,No,18814.0,152.0,119,0
430,Male,25,1,9.0,1,< 1 Year,No,22598.0,152.0,132,0
431,Female,28,1,29.0,1,< 1 Year,No,26504.0,152.0,125,0
432,Male,24,1,36.0,1,< 1 Year,No,25824.0,152.0,25,0
433,Male,30,1,28.0,0,1-2 Year,Yes,77603.0,124.0,198,0
434,Female,23,1,14.0,0,< 1 Year,Yes,29496.0,152.0,35,0
435,Male,35,1,10.0,1,1-2 Year,No,48050.0,152.0,63,0
436,Female,23,1,45.0,1,< 1 Year,Yes,26868.0,152.0,218,0
437,Male,21,1,7.0,1,< 1 Year,No,2630.0,160.0,79,0
438,Female,38,1,9.0,1,1-2 Year,No,42061.0,152.0,105,0
439,Female,25,1,46.0,1,< 1 Year,No,24627.0,160.0,136,0
440,Male,23,1,50.0,1,< 1 Year,No,43802.0,152.0,191,0
441,Female,24,1,14.0,1,< 1 Year,No,29694.0,152.0,60,0
442,Male,70,1,50.0,0,1-2 Year,Yes,2630.0,124.0,75,1
443,Female,33,1,39.0,1,1-2 Year,No,33831.0,26.0,227,0
444,Female,22,1,41.0,1,< 1 Year,No,42774.0,152.0,111,0
445,Male,36,1,50.0,0,1-2 Year,Yes,35329.0,124.0,79,1
446,Male,25,1,49.0,0,< 1 Year,No,36622.0,152.0,268,0
447,Male,41,1,18.0,0,1-2 Year,Yes,36196.0,26.0,251,0
448,Female,53,1,4.0,0,1-2 Year,Yes,2630.0,124.0,44,0
449,Male,26,1,41.0,0,< 1 Year,No,35237.0,152.0,250,0
450,Female,56,1,28.0,0,1-2 Year,Yes,58881.0,26.0,33,0
451,Male,45,1,26.0,1,1-2 Year,Yes,33324.0,26.0,245,0
452,Female,23,1,30.0,1,< 1 Year,No,24491.0,152.0,149,0
453,Male,22,1,28.0,0,< 1 Year,Yes,50303.0,124.0,230,0
454,Male,76,1,28.0,0,1-2 Year,Yes,44560.0,55.0,83,0
455,Male,38,1,7.0,0,1-2 Year,Yes,2630.0,156.0,28,0
456,Male,54,1,28.0,0,1-2 Year,Yes,2630.0,30.0,71,1
457,Female,24,1,36.0,1,< 1 Year,No,37056.0,152.0,227,0
458,Male,24,1,45.0,1,< 1 Year,No,28140.0,124.0,165,0
459,Male,23,1,41.0,1,< 1 Year,No,53782.0,152.0,146,0
460,Female,24,1,28.0,1,< 1 Year,No,48287.0,152.0,192,0
461,Female,23,1,8.0,1,< 1 Year,No,40813.0,152.0,276,0
462,Male,52,1,28.0,0,1-2 Year,Yes,32432.0,26.0,247,1
463,Female,21,1,7.0,1,< 1 Year,No,32411.0,160.0,19,0
464,Male,30,1,28.0,0,< 1 Year,Yes,41321.0,154.0,268,1
465,Male,22,1,41.0,1,< 1 Year,No,35311.0,152.0,42,0
466,Female,22,1,15.0,1,< 1 Year,No,25915.0,160.0,101,0
467,Female,25,1,6.0,0,< 1 Year,Yes,24939.0,152.0,87,0
468,Male,68,1,28.0,0,> 2 Years,Yes,28808.0,26.0,289,0
469,Female,46,1,18.0,1,1-2 Year,No,41463.0,26.0,21,0
470,Female,37,1,30.0,0,1-2 Year,Yes,31416.0,26.0,217,0
471,Male,26,1,8.0,1,< 1 Year,No,31426.0,152.0,17,0
472,Female,28,1,11.0,1,< 1 Year,No,29955.0,152.0,35,0
473,Male,59,1,16.0,0,1-2 Year,Yes,34378.0,26.0,154,0
474,Male,73,1,28.0,0,1-2 Year,Yes,48432.0,26.0,226,0
475,Female,25,1,2.0,0,< 1 Year,Yes,2630.0,152.0,64,0
476,Male,80,1,36.0,1,1-2 Year,Yes,27065.0,26.0,167,0
477,Male,26,1,3.0,1,< 1 Year,No,22858.0,160.0,243,0
478,Female,43,1,28.0,0,1-2 Year,Yes,30404.0,26.0,110,1
479,Male,57,1,28.0,0,1-2 Year,Yes,49945.0,31.0,144,0
480,Female,74,1,28.0,1,1-2 Year,No,37496.0,54.0,31,0
481,Male,26,1,41.0,1,< 1 Year,No,32304.0,152.0,244,0
482,Female,24,1,28.0,1,< 1 Year,No,58222.0,152.0,233,0
483,Female,73,1,50.0,0,1-2 Year,Yes,31710.0,8.0,46,0
484,Male,37,1,11.0,1,1-2 Year,No,27324.0,26.0,26,0
485,Male,61,1,30.0,1,1-2 Year,No,36455.0,124.0,219,0
486,Male,23,1,15.0,0,< 1 Year,Yes,20240.0,152.0,94,0
487,Male,32,1,28.0,0,1-2 Year,Yes,56385.0,124.0,260,0
488,Female,53,1,28.0,0,1-2 Year,Yes,2630.0,26.0,288,1
489,Male,21,1,3.0,1,< 1 Year,No,27281.0,160.0,268,0
490,Male,30,1,30.0,1,< 1 Year,No,25005.0,152.0,199,0
491,Female,42,1,36.0,1,1-2 Year,No,44400.0,152.0,40,0
492,Male,57,1,28.0,0,1-2 Year,Yes,62938.0,26.0,219,0
493,Male,24,1,35.0,1,< 1 Year,No,32173.0,160.0,31,0
494,Female,27,1,18.0,1,< 1 Year,No,26481.0,152.0,80,0
495,Female,40,1,35.0,0,1-2 Year,Yes,2630.0,26.0,46,0
496,Male,24,1,21.0,1,< 1 Year,No,27382.0,152.0,68,0
497,Female,71,1,28.0,1,1-2 Year,No,43363.0,139.0,187,0
498,Female,37,1,45.0,0,1-2 Year,Yes,43386.0,124.0,184,0
499,Male,41,1,39.0,0,1-2 Year,Yes,46631.0,124.0,266,1
500,Female,46,1,28.0,0,1-2 Year,Yes,37138.0,122.0,250,1
501,Female,58,1,23.0,0,1-2 Year,Yes,42198.0,26.0,39,0
502,Male,23,1,13.0,0,< 1 Year,Yes,2630.0,152.0,30,0
503,Male,46,1,3.0,1,1-2 Year,Yes,43391.0,26.0,62,0
504,Male,23,1,15.0,1,< 1 Year,No,33037.0,152.0,110,0
505,Female,52,1,28.0,0,1-2 Year,Yes,43511.0,26.0,292,0
506,Male,60,1,9.0,0,1-2 Year,Yes,2630.0,124.0,68,0
507,Male,33,1,28.0,0,< 1 Year,Yes,61000.0,122.0,127,0
508,Female,21,1,12.0,0,< 1 Year,Yes,29712.0,152.0,162,0
509,Male,63,1,28.0,0,1-2 Year,Yes,36086.0,52.0,21,0
510,Male,46,1,7.0,0,1-2 Year,Yes,2630.0,124.0,193,0
511,Male,25,1,10.0,1,< 1 Year,No,2630.0,152.0,56,0
512,Female,49,1,28.0,0,1-2 Year,Yes,53662.0,26.0,19,0
513,Male,41,1,28.0,1,1-2 Year,No,46599.0,124.0,260,0
514,Female,27,1,41.0,1,< 1 Year,No,22430.0,152.0,59,0
515,Male,22,1,14.0,1,< 1 Year,No,26896.0,152.0,82,0
516,Male,23,1,42.0,1,< 1 Year,No,37550.0,152.0,186,0
517,Male,23,1,41.0,1,< 1 Year,No,54961.0,152.0,298,0
518,Male,43,1,47.0,0,1-2 Year,Yes,27702.0,26.0,243,0
519,Female,23,1,11.0,1,< 1 Year,No,2630.0,152.0,165,0
520,Male,57,1,8.0,1,1-2 Year,No,58722.0,26.0,193,0
521,Female,26,1,28.0,1,< 1 Year,No,43219.0,152.0,292,0
522,Male,32,1,41.0,1,< 1 Year,No,42988.0,152.0,108,0
523,Male,47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,78,1
524,Male,59,1,36.0,0,1-2 Year,Yes,2630.0,26.0,189,0
525,Male,77,1,28.0,0,1-2 Year,Yes,27673.0,26.0,100,0
526,Male,44,1,23.0,0,1-2 Year,Yes,36624.0,124.0,122,1
527,Male,23,1,50.0,1,< 1 Year,No,29008.0,152.0,23,0
528,Male,34,1,30.0,0,1-2 Year,Yes,22917.0,152.0,171,1
529,Male,54,1,28.0,0,1-2 Year,Yes,27151.0,23.0,161,0
530,Female,29,1,21.0,1,< 1 Year,No,29513.0,152.0,65,0
531,Female,50,1,28.0,1,1-2 Year,No,51663.0,124.0,24,0
532,Female,55,1,39.0,1,1-2 Year,No,30196.0,124.0,41,0
533,Male,24,1,2.0,1,< 1 Year,No,26817.0,152.0,162,0
534,Male,62,1,3.0,1,1-2 Year,No,30942.0,122.0,62,0
535,Male,21,1,12.0,0,< 1 Year,Yes,30689.0,152.0,241,0
536,Male,48,1,12.0,0,1-2 Year,Yes,24228.0,124.0,92,0
537,Male,25,1,33.0,1,< 1 Year,No,38006.0,152.0,56,0
538,Male,56,1,28.0,0,1-2 Year,Yes,78479.0,26.0,187,1
539,Female,25,1,41.0,1,< 1 Year,No,32292.0,152.0,47,0
540,Male,66,1,41.0,0,1-2 Year,Yes,50514.0,124.0,95,0
541,Female,40,1,50.0,1,1-2 Year,No,25612.0,8.0,281,0
542,Male,22,1,8.0,1,< 1 Year,No,41161.0,26.0,229,0
543,Male,67,1,6.0,1,1-2 Year,No,27138.0,122.0,27,0
544,Male,43,1,8.0,0,> 2 Years,Yes,45835.0,7.0,241,0
545,Female,24,1,36.0,0,< 1 Year,Yes,34138.0,152.0,94,0
546,Female,47,1,8.0,1,1-2 Year,No,30679.0,124.0,165,0
547,Male,47,1,46.0,0,1-2 Year,Yes,28594.0,163.0,48,1
548,Male,72,1,28.0,0,1-2 Year,Yes,30737.0,24.0,34,0
549,Female,22,1,10.0,1,< 1 Year,No,21264.0,152.0,112,0
550,Male,26,1,11.0,1,< 1 Year,No,23218.0,152.0,174,0
551,Female,60,1,48.0,1,1-2 Year,No,2630.0,15.0,138,0
552,Female,20,1,10.0,0,< 1 Year,Yes,28280.0,160.0,198,0
553,Female,48,1,28.0,1,1-2 Year,No,29605.0,26.0,42,0
554,Male,22,1,8.0,1,< 1 Year,No,64785.0,152.0,158,0
555,Male,46,1,11.0,0,< 1 Year,Yes,2630.0,124.0,285,0
556,Male,69,1,46.0,1,1-2 Year,Yes,32620.0,26.0,226,0
557,Female,36,1,30.0,0,1-2 Year,Yes,26160.0,124.0,240,0
558,Male,21,1,29.0,1,< 1 Year,No,37294.0,152.0,18,0
559,Female,22,1,25.0,0,< 1 Year,Yes,34072.0,152.0,135,0
560,Female,21,1,10.0,0,< 1 Year,Yes,19257.0,160.0,49,0
561,Female,56,1,28.0,0,1-2 Year,Yes,2630.0,122.0,67,0
562,Male,58,1,46.0,0,1-2 Year,Yes,34207.0,124.0,235,0
563,Male,24,1,13.0,1,< 1 Year,No,40765.0,152.0,273,0
564,Male,22,1,8.0,1,< 1 Year,No,31163.0,152.0,104,0
565,Male,41,1,47.0,0,1-2 Year,Yes,30100.0,16.0,32,0
566,Male,33,1,28.0,0,1-2 Year,Yes,31471.0,26.0,136,0
567,Female,24,1,11.0,1,< 1 Year,Yes,35913.0,152.0,25,0
568,Male,24,1,41.0,1,< 1 Year,No,32852.0,152.0,58,0
569,Female,42,1,16.0,0,1-2 Year,Yes,2630.0,26.0,50,0
570,Male,40,1,3.0,0,1-2 Year,Yes,30086.0,160.0,56,0
571,Male,42,1,15.0,0,1-2 Year,Yes,2630.0,152.0,298,0
572,Male,44,1,8.0,0,1-2 Year,Yes,60549.0,7.0,202,0
573,Female,21,1,17.0,1,< 1 Year,No,50280.0,160.0,95,0
574,Female,41,1,8.0,0,1-2 Year,Yes,42564.0,124.0,161,0
575,Female,28,1,28.0,0,< 1 Year,No,68101.0,152.0,297,0
576,Male,21,1,47.0,1,< 1 Year,Yes,43955.0,160.0,296,0
577,Male,22,1,36.0,1,< 1 Year,No,25424.0,152.0,272,0
578,Male,58,1,28.0,1,1-2 Year,Yes,36129.0,122.0,194,0
579,Male,23,1,46.0,1,< 1 Year,No,34627.0,152.0,274,0
580,Female,27,1,8.0,1,< 1 Year,No,36025.0,152.0,170,0
581,Female,27,1,34.0,1,< 1 Year,No,2630.0,152.0,82,0
582,Female,43,1,4.0,0,1-2 Year,Yes,2630.0,124.0,233,1
583,Male,56,1,33.0,0,1-2 Year,Yes,25468.0,124.0,128,0
584,Female,28,1,29.0,0,< 1 Year,Yes,33752.0,124.0,157,0
585,Male,43,1,12.0,0,1-2 Year,Yes,36027.0,154.0,52,0
586,Female,22,1,39.0,1,< 1 Year,Yes,2630.0,160.0,240,0
587,Female,35,1,33.0,0,1-2 Year,Yes,24950.0,26.0,155,1
588,Female,36,1,35.0,0,1-2 Year,Yes,33301.0,124.0,114,0
589,Male,42,1,21.0,1,1-2 Year,No,31171.0,152.0,279,0
590,Male,44,1,8.0,0,1-2 Year,Yes,2630.0,26.0,275,1
591,Male,48,1,33.0,0,1-2 Year,Yes,29264.0,26.0,105,0
592,Female,20,1,15.0,1,< 1 Year,No,36299.0,160.0,105,0
593,Male,22,1,13.0,1,< 1 Year,No,22084.0,152.0,265,0
594,Male,77,1,28.0,0,1-2 Year,Yes,51605.0,26.0,299,0
595,Male,72,1,9.0,0,1-2 Year,Yes,35283.0,26.0,183,0
596,Male,52,1,8.0,1,1-2 Year,No,2630.0,152.0,246,0
597,Female,27,1,35.0,1,< 1 Year,No,28857.0,152.0,193,0
598,Male,50,1,28.0,0,1-2 Year,Yes,30939.0,124.0,280,0
599,Male,26,1,41.0,1,< 1 Year,No,31054.0,152.0,225,0
600,Female,26,1,14.0,0,1-2 Year,Yes,39577.0,26.0,146,1
601,Male,27,1,45.0,1,< 1 Year,No,48846.0,152.0,112,0
602,Male,31,1,46.0,1,< 1 Year,No,2630.0,156.0,277,0
603,Male,57,1,4.0,1,1-2 Year,No,20027.0,124.0,130,0
604,Female,61,1,28.0,1,1-2 Year,No,66242.0,26.0,250,0
605,Female,29,1,21.0,1,< 1 Year,No,33709.0,152.0,122,0
606,Female,43,1,28.0,0,1-2 Year,Yes,33094.0,26.0,119,0
607,Male,54,1,8.0,0,1-2 Year,Yes,45642.0,124.0,267,0
608,Male,22,1,28.0,0,< 1 Year,Yes,35515.0,152.0,256,0
609,Female,26,1,32.0,1,< 1 Year,No,26869.0,152.0,174,0
610,Female,37,1,5.0,1,1-2 Year,No,21923.0,152.0,165,0
611,Male,22,1,39.0,0,< 1 Year,Yes,34979.0,152.0,146,0
612,Male,49,1,46.0,0,1-2 Year,No,44881.0,124.0,110,0
613,Male,42,1,48.0,1,1-2 Year,No,2630.0,15.0,19,0
614,Male,50,1,41.0,0,1-2 Year,Yes,34609.0,26.0,270,1
615,Male,23,1,28.0,1,< 1 Year,No,2630.0,152.0,192,0
616,Male,35,1,28.0,0,> 2 Years,Yes,66270.0,124.0,138,0
617,Female,27,1,35.0,1,< 1 Year,No,29766.0,152.0,280,0
618,Male,57,1,2.0,0,1-2 Year,Yes,41167.0,130.0,191,0
619,Female,28,1,14.0,0,< 1 Year,Yes,24777.0,152.0,260,0
620,Male,36,1,36.0,0,1-2 Year,Yes,26391.0,156.0,68,0
621,Female,29,1,13.0,1,< 1 Year,No,2630.0,156.0,68,0
622,Male,46,1,17.0,1,1-2 Year,No,40649.0,124.0,250,0
623,Male,49,1,46.0,1,1-2 Year,Yes,38910.0,154.0,39,0
624,Female,79,1,28.0,0,1-2 Year,Yes,39466.0,124.0,241,0
625,Male,74,1,39.0,0,1-2 Year,Yes,34376.0,124.0,272,0
626,Female,23,1,3.0,1,< 1 Year,No,60924.0,152.0,128,0
627,Female,31,1,28.0,1,< 1 Year,No,25755.0,152.0,236,0
628,Male,22,1,28.0,0,1-2 Year,Yes,2630.0,154.0,132,0
629,Female,27,1,28.0,0,< 1 Year,Yes,42980.0,124.0,235,0
630,Male,46,1,2.0,1,1-2 Year,No,30659.0,124.0,213,0
631,Female,22,1,45.0,1,< 1 Year,Yes,2630.0,160.0,91,0
632,Male,45,1,36.0,0,1-2 Year,Yes,55992.0,26.0,20,1
633,Male,47,1,28.0,0,> 2 Years,Yes,43854.0,124.0,100,1
634,Male,52,1,8.0,0,1-2 Year,Yes,42362.0,124.0,23,0
635,Male,29,1,2.0,0,< 1 Year,No,2630.0,160.0,217,0
636,Male,22,1,30.0,1,< 1 Year,No,24992.0,152.0,73,0
637,Female,28,1,28.0,1,< 1 Year,No,45310.0,152.0,89,0
638,Female,32,1,28.0,0,< 1 Year,Yes,2630.0,26.0,93,0
639,Male,49,1,29.0,1,1-2 Year,No,24585.0,26.0,75,0
640,Male,22,1,8.0,1,< 1 Year,No,26862.0,152.0,43,0
641,Male,58,1,8.0,0,1-2 Year,Yes,2630.0,30.0,139,0
642,Female,41,1,28.0,0,1-2 Year,Yes,45263.0,122.0,299,1
643,Female,40,1,7.0,0,1-2 Year,Yes,66095.0,124.0,35,0
644,Male,29,1,32.0,0,< 1 Year,Yes,2630.0,160.0,23,0
645,Female,25,1,37.0,1,< 1 Year,No,27517.0,152.0,204,0
646,Male,48,1,46.0,0,1-2 Year,Yes,35377.0,124.0,130,0
647,Male,53,1,50.0,0,1-2 Year,Yes,2630.0,157.0,192,0
648,Male,51,1,28.0,0,1-2 Year,Yes,42059.0,124.0,122,0
649,Female,22,1,47.0,1,< 1 Year,Yes,50695.0,160.0,171,0
650,Male,39,1,28.0,0,1-2 Year,Yes,77673.0,124.0,206,0
651,Female,59,1,43.0,0,> 2 Years,Yes,42264.0,26.0,80,0
652,Female,69,1,32.0,0,1-2 Year,No,2630.0,124.0,27,0
653,Female,24,1,28.0,0,< 1 Year,Yes,30505.0,152.0,113,0
654,Female,63,1,50.0,0,1-2 Year,Yes,31351.0,124.0,87,1
655,Male,34,1,19.0,1,1-2 Year,No,38939.0,125.0,264,0
656,Male,68,1,6.0,1,1-2 Year,No,37754.0,31.0,208,0
657,Male,52,1,8.0,0,1-2 Year,No,32607.0,124.0,229,0
658,Female,24,1,28.0,0,< 1 Year,Yes,27408.0,152.0,72,0
659,Male,24,1,47.0,1,< 1 Year,No,36816.0,152.0,52,0
660,Male,35,1,13.0,0,1-2 Year,Yes,2630.0,157.0,160,0
661,Female,22,1,34.0,0,< 1 Year,No,2630.0,160.0,153,0
662,Female,23,1,3.0,1,< 1 Year,No,36632.0,152.0,166,0
663,Male,52,1,1.0,0,1-2 Year,Yes,2630.0,154.0,203,0
664,Male,53,1,28.0,0,1-2 Year,Yes,40236.0,45.0,69,1
665,Female,26,1,50.0,1,< 1 Year,No,28531.0,152.0,60,0
666,Male,40,1,13.0,0,1-2 Year,Yes,2630.0,124.0,242,1
667,Female,35,1,28.0,1,1-2 Year,No,28805.0,152.0,47,0
668,Female,59,1,28.0,0,1-2 Year,Yes,67231.0,52.0,67,0
669,Female,55,1,28.0,0,> 2 Years,Yes,38710.0,147.0,215,0
670,Male,45,1,26.0,1,1-2 Year,Yes,27686.0,124.0,113,0
671,Male,53,1,28.0,0,1-2 Year,Yes,37059.0,124.0,73,1
672,Female,24,1,21.0,0,< 1 Year,Yes,28135.0,152.0,74,0
673,Male,34,1,3.0,0,< 1 Year,Yes,21688.0,26.0,271,1
674,Female,41,1,34.0,1,1-2 Year,No,35199.0,124.0,296,0
675,Male,26,1,24.0,1,< 1 Year,No,23509.0,152.0,34,0
676,Male,37,1,28.0,0,1-2 Year,No,26492.0,26.0,118,0
677,Male,47,1,28.0,0,> 2 Years,Yes,36369.0,124.0,286,0
678,Female,34,1,28.0,1,1-2 Year,No,46705.0,152.0,160,0
679,Male,36,1,47.0,0,1-2 Year,Yes,24487.0,131.0,13,0
680,Male,38,1,23.0,1,1-2 Year,Yes,19349.0,154.0,179,0
681,Female,24,1,50.0,1,< 1 Year,No,37014.0,152.0,237,0
682,Male,65,1,8.0,0,1-2 Year,Yes,38826.0,25.0,177,1
683,Female,51,1,33.0,0,1-2 Year,Yes,2630.0,124.0,213,0
684,Male,27,1,43.0,1,< 1 Year,No,21771.0,152.0,69,0
685,Male,24,1,33.0,1,< 1 Year,No,20328.0,152.0,266,0
686,Male,49,1,28.0,1,1-2 Year,No,2630.0,26.0,233,0
687,Female,23,1,28.0,1,< 1 Year,No,30072.0,152.0,93,0
688,Male,43,1,50.0,0,1-2 Year,No,30401.0,124.0,191,0
689,Male,39,1,15.0,0,1-2 Year,No,39595.0,152.0,73,0
690,Male,44,1,46.0,1,1-2 Year,Yes,33414.0,124.0,156,0
691,Female,24,1,37.0,0,< 1 Year,Yes,24047.0,151.0,175,0
692,Male,55,1,39.0,0,1-2 Year,Yes,2630.0,26.0,146,0
693,Male,27,1,46.0,0,< 1 Year,Yes,30183.0,157.0,55,1
694,Male,52,1,28.0,0,1-2 Year,Yes,31141.0,26.0,140,0
695,Male,24,1,28.0,1,< 1 Year,No,26858.0,152.0,44,0
696,Male,40,1,29.0,0,1-2 Year,Yes,31212.0,124.0,88,0
697,Male,27,1,35.0,0,< 1 Year,Yes,2630.0,160.0,123,0
698,Male,34,1,28.0,0,< 1 Year,Yes,38757.0,150.0,98,1
699,Male,53,1,5.0,0,1-2 Year,Yes,35590.0,26.0,222,0
700,Male,47,1,8.0,0,< 1 Year,No,2630.0,1.0,51,0
701,Female,23,1,8.0,0,< 1 Year,No,30023.0,152.0,218,0
702,Male,65,1,28.0,0,1-2 Year,Yes,41258.0,26.0,152,0
703,Female,29,1,28.0,1,< 1 Year,No,48583.0,52.0,173,0
704,Female,47,1,28.0,0,1-2 Year,Yes,32909.0,26.0,69,0
705,Female,25,1,35.0,1,< 1 Year,No,47846.0,152.0,150,0
706,Male,51,1,17.0,1,1-2 Year,No,68850.0,30.0,137,0
707,Female,24,1,15.0,0,< 1 Year,No,27753.0,152.0,198,0
708,Female,36,1,41.0,1,1-2 Year,No,34389.0,152.0,75,0
709,Female,34,1,36.0,0,1-2 Year,Yes,2630.0,156.0,132,0
710,Male,23,1,11.0,1,< 1 Year,No,29853.0,152.0,140,0
711,Male,22,1,8.0,1,< 1 Year,No,27622.0,152.0,273,0
712,Female,49,1,28.0,0,1-2 Year,Yes,62576.0,26.0,293,0
713,Male,36,1,50.0,0,1-2 Year,Yes,33408.0,163.0,235,0
714,Female,23,1,32.0,1,< 1 Year,Yes,31138.0,152.0,224,0
715,Female,25,1,29.0,1,< 1 Year,No,30417.0,152.0,57,0
716,Male,21,1,25.0,0,< 1 Year,Yes,28467.0,152.0,242,0
717,Female,54,1,32.0,1,1-2 Year,No,28681.0,14.0,240,0
718,Male,69,1,11.0,0,1-2 Year,Yes,45797.0,124.0,299,0
719,Male,52,1,28.0,1,1-2 Year,No,30012.0,26.0,54,0
720,Male,23,1,30.0,1,< 1 Year,No,24767.0,152.0,163,0
721,Female,69,1,41.0,1,1-2 Year,No,58535.0,26.0,169,0
722,Female,58,1,28.0,0,1-2 Year,Yes,37700.0,124.0,291,0
723,Male,42,1,28.0,0,1-2 Year,No,2630.0,124.0,29,0
724,Male,41,1,8.0,0,1-2 Year,Yes,2630.0,124.0,132,1
725,Male,36,1,41.0,0,1-2 Year,Yes,14437.0,154.0,137,1
726,Female,51,1,28.0,0,1-2 Year,Yes,47863.0,26.0,129,1
727,Female,21,1,46.0,1,< 1 Year,No,34110.0,152.0,100,0
